scenario_id,family_id,terminal_state,q_code,candidate_action_label,action_sequence,parameter_policy,rationale,confidence,label_status
5fddeaf56b11,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
11d3d06a7b0f,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
2aca0ab552ed,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
fcfae4a50522,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
00cb59870607,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
9fc9d0f0de8a,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
c52c385da104,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
3416216925e4,F01,REPAIR,,REPAIR_F01_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
994166a722cf,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
63c3ab3a1bea,F24,REPAIR,,REPAIR_F24_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""TOTAL_ANTIBODY|CONJUGATED_ADC|UNCONJUGATED_PAYLOAD"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
b097f7eb5b66,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
687bfb28d40f,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
95702599e0b1,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
bea5b6dbd586,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
1b38f5e4ff57,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
f14d19916bb9,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
8e972e4a9b74,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
b45f240ad4fc,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1b9250f0235a,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
2853273b4425,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
793098a98303,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1e91132c7c45,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
d54dcbd1a04f,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
f9c2ef7148f2,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
cfb231e26e3b,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
eaf3f5c27e10,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
c30d6e17b1c8,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
8b09b7e40f88,F01,AUTO,,AUTO_F01_BISPECIFIC,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
c1b7042259e0,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
59a488747a6b,F25,REPAIR,,REPAIR_F25_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
7ecef648fe30,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
4ae116f261ad,F25,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
857a04743afc,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
23f4269c8fdc,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
d676a63f9acc,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
716c5049cdc2,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
d419960fc7eb,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
893f72b87308,F01,REPAIR,,REPAIR_F01_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
96825e9ce483,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
3b31c5632dd7,F25,REPAIR,,REPAIR_F25_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
ceebaff42388,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
14c62f26b4be,F25,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
78a4a6ed32c0,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
3ef704a5f162,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
e1a35cf93bcf,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
da7f19fb6bc5,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
09a15fed8aee,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
ba34a272a29b,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b624f750c4be,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
8f3dcc5656b6,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
c612e069ed0c,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1ae1356123ce,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
5f6c0839b78e,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
52c27933cbf1,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
aa4f2e98c537,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
55cb33b3e42d,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
56053bb5dc0d,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
4f255d8fb4d9,F01,AUTO,,AUTO_F01_BISPECIFIC,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
f663ef355876,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
03c4ac5449ed,F25,REPAIR,,REPAIR_F25_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
67f4b30072f5,F25,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
ca5781960e29,F25,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
32e3cbc1622e,F25,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
7a993d6e7ce3,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
f823e66b4b61,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
d22afaaf16de,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
781a7585194b,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
5c3caca4022f,F01,REPAIR,,REPAIR_F01_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
98e811b543a5,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
a8fdc8616317,F25,REPAIR,,REPAIR_F25_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
611d1812e764,F25,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
d25eb6c817cf,F25,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
ee9c4c3e3a08,F25,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
d276621ca5e8,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
cc3bfaa75c5d,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
13cfcbc9176b,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
6bd6c7be5fd9,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
6ad08a4e2799,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
9fd5c29d9974,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
afa8da783378,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
33df5381b4ac,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
37cd8a2ae251,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b56220240a0b,F25,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
acb7401870e2,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
f02259e911cc,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
bc59fd1fd51c,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b3de4a047903,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b2c7a2d8b011,F01,AUTO,,AUTO_F01_CELL_THERAPY,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
c3d9f9f71a9d,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7b9bc5a7c729,F01,REPAIR,,REPAIR_F01_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""VECTOR_COPY|CAR_POSITIVE_CELL"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
1f2244881fb4,F01,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
655c07b15445,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7dde2d825fef,F01,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
a89c912559da,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
7d412384a06d,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
8d58f4d063bf,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
f791b7f8c5cd,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
938688c69627,F01,REPAIR,,REPAIR_F01_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
16ebc17d4999,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7b3a0478e756,F01,REPAIR,,REPAIR_F01_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""VECTOR_COPY|CAR_POSITIVE_CELL"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
aacc75330772,F01,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
3189200a5d52,F01,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
1740d7d087d3,F01,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
d21fba3ec779,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
41d196e186de,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
292debe78642,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
c7344d563a8c,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
e25f2747b49d,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
a9ed273b951b,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
da5239a0da9b,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1206977b6cf5,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
80c5f0e01556,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
0f1579d8e259,F01,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
09d4c6fc386b,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b01f8abd318c,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1933893d71a3,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
120334bcdde5,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
ad1586411868,F01,AUTO,,AUTO_F01_CELL_THERAPY,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
b8790363bdeb,F01,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
